ÁöÁ¡,ÀÏœÃ,±âŸÐ(hPa),°íµµ(gpm),±â¿Â(¡ÆC),ÀÌœœÁ¡¿Âµµ(¡ÆC),Ç³Çâ(deg),Ç³ŒÓ(knot),Áö»ó FLAG(null),±Ç°èžé FLAG(null),ÃÖŽëÇ³ FLAG(null)
47090,2011-10-08 12:00,210.0,,,,280.0,65.0,0,0,0,
47090,2011-10-08 12:00,228.0,,,,290.0,47.0,0,0,0,
47090,2011-10-08 12:00,239.0,,-51.7,-66.7,295.0,55.0,0,1,0,
47090,2011-10-08 12:00,250.0,10510.0,-49.9,-64.9,290.0,56.0,0,0,0,
47090,2011-10-08 12:00,290.0,,-46.5,-61.5,,,0,0,0,
47090,2011-10-08 12:00,300.0,9310.0,-44.7,-60.7,295.0,50.0,0,0,0,
47090,2011-10-08 12:00,331.0,,,,290.0,53.0,0,0,0,
47090,2011-10-08 12:00,366.0,,,,305.0,37.0,0,0,0,
47090,2011-10-08 12:00,392.0,,-31.9,-45.9,,,0,0,0,
47090,2011-10-08 12:00,400.0,7330.0,-31.1,-44.1,305.0,36.0,0,0,0,
47090,2011-10-08 12:00,436.0,,,,310.0,29.0,0,0,0,
47090,2011-10-08 12:00,439.0,,-26.3,-33.3,,,0,0,0,
47090,2011-10-08 12:00,480.0,,-21.5,-37.5,,,0,0,0,
47090,2011-10-08 12:00,500.0,5710.0,-19.5,-31.5,300.0,30.0,0,0,0,
47090,2011-10-08 12:00,511.0,,,,290.0,28.0,0,0,0,
47090,2011-10-08 12:00,579.0,,-11.9,-19.9,,,0,0,0,
47090,2011-10-08 12:00,589.0,,,,305.0,20.0,0,0,0,
47090,2011-10-08 12:00,609.0,,,,285.0,21.0,0,0,0,
47090,2011-10-08 12:00,652.0,,,,320.0,17.0,0,0,0,
47090,2011-10-08 12:00,677.0,,,,320.0,22.0,0,0,0,
47090,2011-10-08 12:00,679.0,,-2.1,-15.1,,,0,0,0,
47090,2011-10-08 12:00,700.0,3117.0,-1.1,-17.1,310.0,17.0,0,0,0,
47090,2011-10-08 12:00,716.0,,,,300.0,14.0,0,0,0,
47090,2011-10-08 12:00,733.0,,,,320.0,14.0,0,0,0,
47090,2011-10-08 12:00,773.0,,,,305.0,10.0,0,0,0,
47090,2011-10-08 12:00,790.0,,,,320.0,11.0,0,0,0,
47090,2011-10-08 12:00,801.0,,5.0,-18.0,,,0,0,0,
47090,2011-10-08 12:00,818.0,,,,300.0,1.0,0,0,0,
47090,2011-10-08 12:00,820.0,,,,0.0,0.0,0,0,0,
47090,2011-10-08 12:00,821.0,,,,145.0,1.0,0,0,0,
47090,2011-10-08 12:00,822.0,,4.4,-7.6,,,0,0,0,
47090,2011-10-08 12:00,850.0,1546.0,5.8,-2.2,145.0,7.0,0,0,0,
47090,2011-10-08 12:00,872.0,,7.0,-2.0,,,0,0,0,
47090,2011-10-08 12:00,912.0,,,,150.0,1.0,0,0,0,
47090,2011-10-08 12:00,913.0,,,,140.0,1.0,0,0,0,
47090,2011-10-08 12:00,925.0,848.0,10.8,-0.2,105.0,2.0,0,0,0,
47090,2011-10-08 12:00,1000.0,193.0,15.8,3.8,320.0,2.0,0,0,0,
47090,2011-10-08 12:00,1004.0,,16.2,3.2,,,0,0,0,
47090,2011-10-08 12:00,1020.0,,15.0,7.0,290.0,4.0,1,0,0,
47090,2011-10-08 18:00,9.2,,-44.5,-72.5,,,0,0,0,
47090,2011-10-08 18:00,9.9,,,,325.0,10.0,0,0,0,
47090,2011-10-08 18:00,10.0,31120.0,-45.7,-73.7,345.0,11.0,0,0,0,
47090,2011-10-08 18:00,10.2,,-45.5,-73.5,5.0,13.0,0,0,0,
47090,2011-10-08 18:00,10.5,,,,15.0,18.0,0,0,0,
47090,2011-10-08 18:00,11.0,,,,10.0,12.0,0,0,0,
47090,2011-10-08 18:00,11.8,,,,275.0,6.0,0,0,0,
47090,2011-10-08 18:00,12.2,,,,290.0,13.0,0,0,0,
47090,2011-10-08 18:00,12.8,,,,240.0,26.0,0,0,0,
47090,2011-10-08 18:00,13.3,,,,225.0,17.0,0,0,0,
47090,2011-10-08 18:00,13.9,,,,230.0,17.0,0,0,0,
47090,2011-10-08 18:00,14.7,,,,190.0,10.0,0,0,0,
47090,2011-10-08 18:00,15.1,,,,235.0,4.0,0,0,0,
47090,2011-10-08 18:00,16.0,,,,275.0,10.0,0,0,0,
47090,2011-10-08 18:00,16.7,,,,260.0,15.0,0,0,0,
47090,2011-10-08 18:00,18.0,,,,295.0,16.0,0,0,0,
47090,2011-10-08 18:00,19.8,,,,245.0,25.0,0,0,0,
47090,2011-10-08 18:00,20.0,26540.0,-51.3,-76.3,245.0,25.0,0,0,0,
47090,2011-10-08 18:00,20.3,,-51.5,-76.5,,,0,0,0,
47090,2011-10-08 18:00,21.6,,,,265.0,23.0,0,0,0,
47090,2011-10-08 18:00,26.5,,,,250.0,37.0,0,0,0,
47090,2011-10-08 18:00,29.3,,,,270.0,30.0,0,0,0,
47090,2011-10-08 18:00,30.0,23910.0,-53.1,-76.1,255.0,30.0,0,0,0,
47090,2011-10-08 18:00,31.8,,,,230.0,28.0,0,0,0,
47090,2011-10-08 18:00,34.7,,,,275.0,13.0,0,0,0,
47090,2011-10-08 18:00,35.2,,-54.7,-76.7,,,0,0,0,
47090,2011-10-08 18:00,35.6,,,,315.0,19.0,0,0,0,
47090,2011-10-08 18:00,37.1,,,,305.0,26.0,0,0,0,
47090,2011-10-08 18:00,39.0,,,,260.0,21.0,0,0,0,
47090,2011-10-08 18:00,40.2,,-59.1,-79.1,,,0,0,0,
47090,2011-10-08 18:00,41.4,,,,275.0,14.0,0,0,0,
47090,2011-10-08 18:00,43.2,,,,280.0,19.0,0,0,0,
47090,2011-10-08 18:00,47.2,,,,260.0,32.0,0,0,0,
47090,2011-10-08 18:00,49.1,,-57.9,-76.9,,,0,0,0,
47090,2011-10-08 18:00,49.6,,,,235.0,16.0,0,0,0,
47090,2011-10-08 18:00,50.0,20680.0,-59.1,-78.1,245.0,12.0,0,0,0,
47090,2011-10-08 18:00,50.5,,,,260.0,11.0,0,0,0,
47090,2011-10-08 18:00,52.2,,,,285.0,16.0,0,0,0,
47090,2011-10-08 18:00,57.1,,,,270.0,27.0,0,0,0,
47090,2011-10-08 18:00,60.0,,,,280.0,31.0,0,0,0,
47090,2011-10-08 18:00,65.8,,-64.5,-81.5,,,0,0,0,
47090,2011-10-08 18:00,66.2,,,,265.0,27.0,0,0,0,
47090,2011-10-08 18:00,70.0,18600.0,-63.5,-80.5,270.0,30.0,0,0,0,
47090,2011-10-08 18:00,74.1,,,,280.0,27.0,0,0,0,
47090,2011-10-08 18:00,76.2,,,,290.0,34.0,0,0,0,
47090,2011-10-08 18:00,78.3,,,,280.0,41.0,0,0,0,
47090,2011-10-08 18:00,82.9,,-62.9,-79.9,260.0,31.0,0,1,0,
47090,2011-10-08 18:00,85.9,,,,280.0,23.0,0,0,0,
47090,2011-10-08 18:00,89.4,,,,305.0,30.0,0,0,0,
47090,2011-10-08 18:00,95.2,,,,295.0,58.0,0,0,0,
47090,2011-10-08 18:00,98.6,,-58.9,-75.9,,,0,0,0,
47090,2011-10-08 18:00,100.0,16390.0,-59.9,-76.9,285.0,59.0,0,0,0,
47090,2011-10-08 18:00,102.0,,,,280.0,66.0,0,0,0,
47090,2011-10-08 18:00,105.0,,-59.9,-76.9,,,0,0,0,
47090,2011-10-08 18:00,107.0,,,,285.0,52.0,0,0,0,
47090,2011-10-08 18:00,121.0,,,,285.0,73.0,0,0,1,
47090,2011-10-08 18:00,139.0,,,,280.0,57.0,0,0,0,
47090,2011-10-08 18:00,150.0,13850.0,-58.9,-74.9,280.0,62.0,0,0,0,
47090,2011-10-08 18:00,154.0,,,,295.0,60.0,0,0,0,
47090,2011-10-08 18:00,165.0,,,,280.0,70.0,0,0,0,
47090,2011-10-08 18:00,190.0,,,,295.0,54.0,0,0,0,
47090,2011-10-08 18:00,199.0,,-58.9,-68.9,295.0,60.0,0,1,0,
47090,2011-10-08 18:00,200.0,12040.0,-58.7,-68.7,300.0,60.0,0,0,0,
47090,2011-10-08 18:00,242.0,,,,305.0,65.0,0,0,0,
47090,2011-10-08 18:00,250.0,10620.0,-51.7,-61.7,305.0,62.0,0,0,0,
47090,2011-10-08 18:00,262.0,,-50.3,-59.3,,,0,0,0,
47090,2011-10-08 18:00,300.0,9420.0,-43.1,-52.1,305.0,54.0,0,0,0,
47090,2011-10-08 18:00,376.0,,-29.9,-46.9,,,0,0,0,
47090,2011-10-08 18:00,400.0,7410.0,-26.5,-46.5,310.0,45.0,0,0,0,
47090,2011-10-08 18:00,445.0,,-20.7,-44.7,,,0,0,0,
47090,2011-10-08 18:00,497.0,,-15.3,-28.3,,,0,0,0,
47090,2011-10-08 18:00,500.0,5760.0,-14.9,-28.9,315.0,39.0,0,0,0,
47090,2011-10-08 18:00,523.0,,-11.7,-37.7,,,0,0,0,
47090,2011-10-08 18:00,524.0,,,,320.0,38.0,0,0,0,
47090,2011-10-08 18:00,551.0,,,,305.0,30.0,0,0,0,
47090,2011-10-08 18:00,654.0,,-2.5,-16.5,,,0,0,0,
47090,2011-10-08 18:00,665.0,,,,315.0,11.0,0,0,0,
47090,2011-10-08 18:00,687.0,,-1.9,-13.9,,,0,0,0,
47090,2011-10-08 18:00,700.0,3141.0,-0.7,-13.7,315.0,16.0,0,0,0,
47090,2011-10-08 18:00,750.0,,,,320.0,14.0,0,0,0,
47090,2011-10-08 18:00,761.0,,4.8,-16.2,,,0,0,0,
47090,2011-10-08 18:00,840.0,,7.2,-5.8,,,0,0,0,
47090,2011-10-08 18:00,850.0,1561.0,8.2,-5.8,265.0,7.0,0,0,0,
47090,2011-10-08 18:00,876.0,,,,260.0,10.0,0,0,0,
47090,2011-10-08 18:00,912.0,,12.6,1.6,,,0,0,0,
47090,2011-10-08 18:00,925.0,857.0,13.0,5.0,220.0,2.0,0,0,0,
47090,2011-10-08 18:00,953.0,,,,185.0,10.0,0,0,0,
47090,2011-10-08 18:00,958.0,,13.2,8.2,,,0,0,0,
47090,2011-10-08 18:00,1000.0,199.0,16.2,9.2,165.0,9.0,0,0,0,
47090,2011-10-08 18:00,1009.0,,16.6,9.6,,,0,0,0,
47090,2011-10-08 18:00,1018.0,,16.2,11.2,,,0,0,0,
47090,2011-10-08 18:00,1021.0,,15.0,11.0,250.0,4.0,1,0,0,
47090,2011-10-09 00:00,9.4,,-44.7,-70.7,,,0,0,0,
47090,2011-10-09 00:00,9.5,,,,150.0,14.0,0,0,0,
47090,2011-10-09 00:00,9.6,,,,150.0,12.0,0,0,0,
47090,2011-10-09 00:00,9.7,,,,165.0,10.0,0,0,0,
47090,2011-10-09 00:00,9.8,,,,220.0,8.0,0,0,0,
47090,2011-10-09 00:00,10.0,31150.0,-45.5,-71.5,250.0,16.0,0,0,0,
47090,2011-10-09 00:00,10.3,,-46.5,-71.5,245.0,24.0,0,0,0,
47090,2011-10-09 00:00,10.7,,,,260.0,10.0,0,0,0,
47090,2011-10-09 00:00,10.9,,,,305.0,3.0,0,0,0,
47090,2011-10-09 00:00,11.6,,,,225.0,10.0,0,0,0,
47090,2011-10-09 00:00,12.1,,,,210.0,13.0,0,0,0,
47090,2011-10-09 00:00,13.5,,,,280.0,1.0,0,0,0,
47090,2011-10-09 00:00,13.8,,-43.7,-69.7,,,0,0,0,
47090,2011-10-09 00:00,14.0,,,,335.0,10.0,0,0,0,
47090,2011-10-09 00:00,14.6,,,,295.0,14.0,0,0,0,
47090,2011-10-09 00:00,15.1,,,,295.0,23.0,0,0,0,
47090,2011-10-09 00:00,17.1,,,,255.0,31.0,0,0,0,
47090,2011-10-09 00:00,17.4,,-50.7,-73.7,,,0,0,0,
47090,2011-10-09 00:00,17.9,,,,220.0,24.0,0,0,0,
47090,2011-10-09 00:00,19.0,,,,255.0,26.0,0,0,0,
47090,2011-10-09 00:00,20.0,26560.0,-48.7,-72.7,240.0,23.0,0,0,0,
47090,2011-10-09 00:00,20.2,,,,240.0,23.0,0,0,0,
47090,2011-10-09 00:00,21.4,,,,270.0,27.0,0,0,0,
47090,2011-10-09 00:00,22.1,,-47.9,-71.9,,,0,0,0,
47090,2011-10-09 00:00,24.1,,,,245.0,32.0,0,0,0,
47090,2011-10-09 00:00,26.7,,,,240.0,20.0,0,0,0,
47090,2011-10-09 00:00,28.5,,,,260.0,20.0,0,0,0,
47090,2011-10-09 00:00,29.5,,-54.3,-75.3,,,0,0,0,
47090,2011-10-09 00:00,29.6,,,,240.0,19.0,0,0,0,
47090,2011-10-09 00:00,30.0,23920.0,-54.1,-75.1,255.0,15.0,0,0,0,
47090,2011-10-09 00:00,30.5,,,,265.0,13.0,0,0,0,
47090,2011-10-09 00:00,31.3,,,,295.0,19.0,0,0,0,
47090,2011-10-09 00:00,33.7,,,,270.0,19.0,0,0,0,
47090,2011-10-09 00:00,36.8,,,,265.0,29.0,0,0,0,
47090,2011-10-09 00:00,38.1,,,,240.0,22.0,0,0,0,
47090,2011-10-09 00:00,39.9,,,,285.0,21.0,0,0,0,
47090,2011-10-09 00:00,42.0,,,,260.0,34.0,0,0,0,
47090,2011-10-09 00:00,44.2,,,,230.0,23.0,0,0,0,
47090,2011-10-09 00:00,46.7,,,,255.0,14.0,0,0,0,
47090,2011-10-09 00:00,46.8,,-59.9,-78.9,,,0,0,0,
47090,2011-10-09 00:00,48.3,,,,290.0,20.0,0,0,0,
47090,2011-10-09 00:00,50.0,20680.0,-59.3,-78.3,275.0,22.0,0,0,0,
47090,2011-10-09 00:00,52.4,,,,255.0,25.0,0,0,0,
47090,2011-10-09 00:00,54.3,,,,260.0,22.0,0,0,0,
47090,2011-10-09 00:00,58.2,,,,235.0,18.0,0,0,0,
47090,2011-10-09 00:00,60.1,,,,260.0,15.0,0,0,0,
47090,2011-10-09 00:00,61.9,,,,280.0,18.0,0,0,0,
47090,2011-10-09 00:00,67.5,,,,295.0,31.0,0,0,0,
47090,2011-10-09 00:00,70.0,18590.0,-61.5,-78.5,280.0,42.0,0,0,0,
47090,2011-10-09 00:00,70.6,,,,275.0,43.0,0,0,0,
47090,2011-10-09 00:00,76.7,,,,285.0,27.0,0,0,0,
47090,2011-10-09 00:00,79.0,,,,295.0,36.0,0,0,0,
47090,2011-10-09 00:00,83.1,,,,275.0,50.0,0,0,0,
47090,2011-10-09 00:00,83.5,,-64.5,-80.5,,,0,0,0,
47090,2011-10-09 00:00,85.9,,,,265.0,43.0,0,0,0,
47090,2011-10-09 00:00,91.6,,,,285.0,37.0,0,0,0,
47090,2011-10-09 00:00,94.2,,-61.7,-77.7,,,0,0,0,
47090,2011-10-09 00:00,94.8,,,,300.0,46.0,0,0,0,
47090,2011-10-09 00:00,99.6,,,,285.0,64.0,0,0,0,
47090,2011-10-09 00:00,100.0,16390.0,-63.5,-78.5,280.0,64.0,0,0,0,
47090,2011-10-09 00:00,105.0,,-61.7,-76.7,,,0,0,0,
47090,2011-10-09 00:00,106.0,,-61.5,-76.5,,,0,0,0,
47090,2011-10-09 00:00,107.0,,,,270.0,58.0,0,0,0,
47090,2011-10-09 00:00,115.0,,-63.9,-77.9,,,0,0,0,
47090,2011-10-09 00:00,119.0,,,,280.0,55.0,0,0,0,
47090,2011-10-09 00:00,130.0,,,,275.0,76.0,0,0,0,
47090,2011-10-09 00:00,150.0,13900.0,-62.7,-74.7,280.0,77.0,0,0,0,
47090,2011-10-09 00:00,159.0,,,,280.0,81.0,0,0,0,
47090,2011-10-09 00:00,185.0,,,,275.0,68.0,0,0,0,
47090,2011-10-09 00:00,200.0,12120.0,-61.1,-66.1,280.0,76.0,0,0,0,
47090,2011-10-09 00:00,211.0,,,,270.0,86.0,0,0,1,
47090,2011-10-09 00:00,250.0,10700.0,-49.7,-55.7,275.0,69.0,0,0,0,
47090,2011-10-09 00:00,300.0,9480.0,-38.5,-47.5,280.0,57.0,0,0,0,
47090,2011-10-09 00:00,309.0,,-36.7,-45.7,,,0,0,0,
47090,2011-10-09 00:00,311.0,,,,280.0,54.0,0,0,0,
47090,2011-10-09 00:00,341.0,,-31.7,-38.7,,,0,0,0,
47090,2011-10-09 00:00,349.0,,,,260.0,47.0,0,0,0,
47090,2011-10-09 00:00,379.0,,-28.5,-31.2,,,0,0,0,
47090,2011-10-09 00:00,400.0,7440.0,-25.3,-29.7,280.0,47.0,0,0,0,
47090,2011-10-09 00:00,411.0,,,,280.0,46.0,0,0,0,
47090,2011-10-09 00:00,416.0,,-23.5,-26.6,,,0,0,0,
47090,2011-10-09 00:00,430.0,,,,265.0,41.0,0,0,0,
47090,2011-10-09 00:00,450.0,,,,275.0,42.0,0,0,0,
47090,2011-10-09 00:00,451.0,,-18.7,-39.7,,,0,0,0,
47090,2011-10-09 00:00,500.0,5790.0,-14.5,-35.5,255.0,28.0,0,0,0,
47090,2011-10-09 00:00,514.0,,,,260.0,23.0,0,0,0,
47090,2011-10-09 00:00,650.0,,0.0,-26.0,285.0,24.0,0,0,0,
47090,2011-10-09 00:00,680.0,,,,270.0,13.0,0,0,0,
47090,2011-10-09 00:00,692.0,,-0.9,-14.9,,,0,0,0,
47090,2011-10-09 00:00,698.0,,,,310.0,2.0,0,0,0,
47090,2011-10-09 00:00,700.0,3151.0,-0.1,-14.1,310.0,2.0,0,0,0,
47090,2011-10-09 00:00,731.0,,,,300.0,10.0,0,0,0,
47090,2011-10-09 00:00,765.0,,5.6,-4.4,,,0,0,0,
47090,2011-10-09 00:00,788.0,,,,325.0,12.0,0,0,0,
47090,2011-10-09 00:00,802.0,,8.8,-8.2,,,0,0,0,
47090,2011-10-09 00:00,818.0,,,,310.0,11.0,0,0,0,
47090,2011-10-09 00:00,845.0,,,,330.0,13.0,0,0,0,
47090,2011-10-09 00:00,850.0,1562.0,11.2,-3.8,330.0,13.0,0,0,0,
47090,2011-10-09 00:00,904.0,,12.6,-1.4,,,0,0,0,
47090,2011-10-09 00:00,925.0,854.0,14.2,-0.8,295.0,4.0,0,0,0,
47090,2011-10-09 00:00,981.0,,18.2,0.2,,,0,0,0,
47090,2011-10-09 00:00,995.0,,,,215.0,1.0,0,0,0,
47090,2011-10-09 00:00,1000.0,191.0,17.0,2.0,50.0,1.0,0,0,0,
47090,2011-10-09 00:00,1009.0,,17.8,3.8,,,0,0,0,
47090,2011-10-09 00:00,1014.0,,17.0,5.0,,,0,0,0,
47090,2011-10-09 00:00,1020.0,,14.2,7.2,0.0,0.0,1,0,0,
47090,2011-10-09 06:00,7.7,,-41.3,-65.3,,,0,0,0,
47090,2011-10-09 06:00,8.0,,,,40.0,10.0,0,0,0,
47090,2011-10-09 06:00,8.1,,,,55.0,10.0,0,0,0,
47090,2011-10-09 06:00,8.3,,-41.5,-65.5,240.0,1.0,0,0,0,
47090,2011-10-09 06:00,8.6,,,,275.0,4.0,0,0,0,
47090,2011-10-09 06:00,8.7,,-47.3,-70.3,325.0,10.0,0,0,0,
47090,2011-10-09 06:00,8.9,,,,335.0,21.0,0,0,0,
47090,2011-10-09 06:00,9.8,,,,325.0,10.0,0,0,0,
47090,2011-10-09 06:00,10.0,31050.0,-45.7,-68.7,325.0,5.0,0,0,0,
47090,2011-10-09 06:00,10.3,,,,290.0,1.0,0,0,0,
47090,2011-10-09 06:00,11.0,,-44.7,-67.7,,,0,0,0,
47090,2011-10-09 06:00,11.4,,,,290.0,14.0,0,0,0,
47090,2011-10-09 06:00,11.7,,,,260.0,15.0,0,0,0,
47090,2011-10-09 06:00,12.2,,,,275.0,14.0,0,0,0,
47090,2011-10-09 06:00,12.3,,-49.7,-71.7,,,0,0,0,
47090,2011-10-09 06:00,12.8,,,,245.0,23.0,0,0,0,
47090,2011-10-09 06:00,13.2,,,,255.0,17.0,0,0,0,
47090,2011-10-09 06:00,13.5,,,,285.0,12.0,0,0,0,
47090,2011-10-09 06:00,13.8,,,,310.0,18.0,0,0,0,
47090,2011-10-09 06:00,14.2,,,,285.0,23.0,0,0,0,
47090,2011-10-09 06:00,15.6,,,,245.0,18.0,0,0,0,
47090,2011-10-09 06:00,16.4,,,,275.0,21.0,0,0,0,
47090,2011-10-09 06:00,16.6,,-46.9,-68.9,,,0,0,0,
47090,2011-10-09 06:00,17.4,,,,245.0,17.0,0,0,0,
47090,2011-10-09 06:00,18.2,,,,275.0,27.0,0,0,0,
47090,2011-10-09 06:00,18.8,,,,275.0,33.0,0,0,0,
47090,2011-10-09 06:00,19.4,,-51.9,-71.9,,,0,0,0,
47090,2011-10-09 06:00,19.5,,,,255.0,28.0,0,0,0,
47090,2011-10-09 06:00,20.0,26490.0,-51.1,-72.1,255.0,31.0,0,0,0,
47090,2011-10-09 06:00,22.0,,,,245.0,21.0,0,0,0,
47090,2011-10-09 06:00,23.5,,,,270.0,19.0,0,0,0,
47090,2011-10-09 06:00,25.2,,,,290.0,24.0,0,0,0,
47090,2011-10-09 06:00,26.4,,-51.9,-71.9,,,0,0,0,
47090,2011-10-09 06:00,28.3,,,,260.0,37.0,0,0,0,
47090,2011-10-09 06:00,29.8,,,,270.0,39.0,0,0,0,
47090,2011-10-09 06:00,30.0,23870.0,-55.7,-74.7,265.0,38.0,0,0,0,
47090,2011-10-09 06:00,30.5,,-56.1,-75.1,,,0,0,0,
47090,2011-10-09 06:00,32.4,,,,225.0,29.0,0,0,0,
47090,2011-10-09 06:00,34.3,,,,250.0,26.0,0,0,0,
47090,2011-10-09 06:00,37.0,,-54.5,-72.5,,,0,0,0,
47090,2011-10-09 06:00,37.1,,,,230.0,21.0,0,0,0,
47090,2011-10-09 06:00,39.7,,,,270.0,20.0,0,0,0,
47090,2011-10-09 06:00,39.9,,-58.3,-75.3,,,0,0,0,
47090,2011-10-09 06:00,42.4,,,,250.0,11.0,0,0,0,
47090,2011-10-09 06:00,43.7,,,,300.0,6.0,0,0,0,
47090,2011-10-09 06:00,45.6,,,,315.0,13.0,0,0,0,
47090,2011-10-09 06:00,48.6,,,,295.0,32.0,0,0,0,
47090,2011-10-09 06:00,49.7,,-61.7,-77.7,,,0,0,0,
47090,2011-10-09 06:00,50.0,20640.0,-61.7,-77.7,300.0,27.0,0,0,0,
47090,2011-10-09 06:00,51.4,,,,305.0,26.0,0,0,0,
47090,2011-10-09 06:00,55.5,,-58.7,-74.7,,,0,0,0,
47090,2011-10-09 06:00,56.4,,,,275.0,20.0,0,0,0,
47090,2011-10-09 06:00,69.6,,-65.1,-79.1,,,0,0,0,
47090,2011-10-09 06:00,70.0,18550.0,-65.1,-79.1,270.0,45.0,0,0,0,
47090,2011-10-09 06:00,71.3,,,,265.0,45.0,0,0,0,
47090,2011-10-09 06:00,76.6,,,,285.0,29.0,0,0,0,
47090,2011-10-09 06:00,80.8,,-61.9,-75.9,,,0,0,0,
47090,2011-10-09 06:00,95.2,,,,285.0,67.0,0,0,0,
47090,2011-10-09 06:00,96.9,,-65.3,-78.3,,,0,0,0,
47090,2011-10-09 06:00,100.0,16360.0,-64.9,-77.9,280.0,66.0,0,0,0,
47090,2011-10-09 06:00,101.0,,-65.1,-78.1,280.0,66.0,0,1,0,
47090,2011-10-09 06:00,117.0,,-61.3,-75.3,,,0,0,0,
47090,2011-10-09 06:00,133.0,,-62.9,-75.9,,,0,0,0,
47090,2011-10-09 06:00,138.0,,,,270.0,64.0,0,0,0,
47090,2011-10-09 06:00,150.0,13860.0,-60.7,-72.7,270.0,70.0,0,0,0,
47090,2011-10-09 06:00,192.0,,,,265.0,83.0,0,0,1,
47090,2011-10-09 06:00,200.0,12060.0,-57.9,-65.9,265.0,82.0,0,0,0,
47090,2011-10-09 06:00,221.0,,-57.1,-63.1,260.0,65.0,0,1,0,
47090,2011-10-09 06:00,227.0,,,,260.0,62.0,0,0,0,
47090,2011-10-09 06:00,234.0,,-55.5,-59.7,,,0,0,0,
47090,2011-10-09 06:00,250.0,10640.0,-51.7,-55.8,255.0,69.0,0,0,0,
47090,2011-10-09 06:00,298.0,,,,255.0,68.0,0,0,0,
47090,2011-10-09 06:00,300.0,9430.0,-40.7,-44.8,255.0,67.0,0,0,0,
47090,2011-10-09 06:00,318.0,,-37.3,-39.9,,,0,0,0,
47090,2011-10-09 06:00,337.0,,-33.5,-38.5,,,0,0,0,
47090,2011-10-09 06:00,398.0,,-24.1,-28.7,,,0,0,0,
47090,2011-10-09 06:00,400.0,7400.0,-23.9,-28.0,265.0,47.0,0,0,0,
47090,2011-10-09 06:00,437.0,,-21.9,-26.4,,,0,0,0,
47090,2011-10-09 06:00,443.0,,,,270.0,36.0,0,0,0,
47090,2011-10-09 06:00,475.0,,-17.5,-22.2,,,0,0,0,
47090,2011-10-09 06:00,487.0,,-18.1,-25.1,,,0,0,0,
47090,2011-10-09 06:00,499.0,,-16.3,-26.3,,,0,0,0,
47090,2011-10-09 06:00,500.0,5750.0,-16.3,-25.3,245.0,40.0,0,0,0,
47090,2011-10-09 06:00,518.0,,,,245.0,34.0,0,0,0,
47090,2011-10-09 06:00,528.0,,-13.9,-18.3,,,0,0,0,
47090,2011-10-09 06:00,572.0,,-10.7,-26.7,,,0,0,0,
47090,2011-10-09 06:00,591.0,,,,290.0,23.0,0,0,0,
47090,2011-10-09 06:00,636.0,,,,275.0,24.0,0,0,0,
47090,2011-10-09 06:00,654.0,,-2.1,-19.1,,,0,0,0,
47090,2011-10-09 06:00,698.0,,,,280.0,11.0,0,0,0,
47090,2011-10-09 06:00,700.0,3139.0,0.4,-13.6,285.0,12.0,0,0,0,
47090,2011-10-09 06:00,718.0,,,,300.0,20.0,0,0,0,
47090,2011-10-09 06:00,734.0,,2.2,-13.8,,,0,0,0,
47090,2011-10-09 06:00,737.0,,,,280.0,21.0,0,0,0,
47090,2011-10-09 06:00,764.0,,,,280.0,26.0,0,0,0,
47090,2011-10-09 06:00,810.0,,,,290.0,20.0,0,0,0,
47090,2011-10-09 06:00,840.0,,11.6,-8.4,,,0,0,0,
47090,2011-10-09 06:00,850.0,1551.0,12.0,-6.0,275.0,19.0,0,0,0,
47090,2011-10-09 06:00,907.0,,,,260.0,25.0,0,0,0,
47090,2011-10-09 06:00,910.0,,15.4,1.4,,,0,0,0,
47090,2011-10-09 06:00,925.0,839.0,15.0,2.0,240.0,23.0,0,0,0,
47090,2011-10-09 06:00,928.0,,15.0,2.0,,,0,0,0,
47090,2011-10-09 06:00,965.0,,,,215.0,10.0,0,0,0,
47090,2011-10-09 06:00,999.0,,21.0,5.0,,,0,0,0,
47090,2011-10-09 06:00,1000.0,173.0,20.8,4.8,255.0,6.0,0,0,0,
47090,2011-10-09 06:00,1013.0,,21.2,5.2,,,0,0,0,
47090,2011-10-09 06:00,1018.0,,19.8,5.8,340.0,4.0,1,0,0,
47090,2011-10-10 12:00,8.0,,-42.7,-77.7,,,0,0,0,
47090,2011-10-10 12:00,8.3,,,,20.0,17.0,0,0,0,
47090,2011-10-10 12:00,8.5,,,,360.0,24.0,0,0,0,
47090,2011-10-10 12:00,8.8,,-39.7,-75.7,350.0,25.0,0,0,0,
47090,2011-10-10 12:00,9.2,,,,285.0,25.0,0,0,0,
47090,2011-10-10 12:00,9.8,,,,240.0,17.0,0,0,0,
47090,2011-10-10 12:00,10.0,31130.0,-44.5,-78.5,260.0,21.0,0,0,0,
47090,2011-10-10 12:00,10.6,,,,270.0,32.0,0,0,0,
47090,2011-10-10 12:00,10.7,,-46.3,-80.3,,,0,0,0,
47090,2011-10-10 12:00,11.2,,,,250.0,17.0,0,0,0,
47090,2011-10-10 12:00,11.8,,,,280.0,5.0,0,0,0,
47090,2011-10-10 12:00,12.3,,,,240.0,15.0,0,0,0,
47090,2011-10-10 12:00,12.5,,,,240.0,19.0,0,0,0,
47090,2011-10-10 12:00,13.0,,,,240.0,11.0,0,0,0,
